iter	Passed	Remaining
0	3	182
1	6	164
2	10	157
3	13	153
4	16	152
5	18	135
6	19	122
7	21	112
8	22	104
9	24	97
10	25	91
11	27	86
12	28	82
13	30	78
14	31	74
15	33	71
16	35	68
17	36	65
18	38	62
19	39	59
20	41	56
21	42	54
22	44	52
23	45	49
24	46	46
25	48	44
26	49	41
27	50	39
28	51	37
29	52	35
30	54	33
31	55	31
32	56	29
33	58	27
34	59	25
35	60	23
36	61	21
37	63	19
38	64	18
39	65	16
40	66	14
41	68	12
42	69	11
43	70	9
44	71	7
45	72	6
46	74	4
47	75	3
48	76	1
49	77	0
